source_doi,dsm_oa_classification,dsm_splash_url,dsm_policy_preprint,dsm_policy_postprint,dsm_policy_published,dsm_romeo_id
10.1111/jen.12407,OK,doi.org,can,restricted,cannot,2050
10.1111/ppa.12718,OA,doi.org,can,restricted,cannot,2050
10.1002/2017GL073160,OA,"arxiv.org,repository.arizona.edu,doi.org,orcid.org,www.zora.uzh.ch",can,can,restricted,6
10.1007/s10915-017-0455-2,OK,doi.org,can,can,cannot,3298
10.3390/ijms18061073,OA,doi.org,can,can,can,487
10.1007/s11695-017-2720-8,OK,doi.org,can,can,cannot,74
10.3390/sports4040049,OA,"doi.org,doaj.org",can,can,can,487.0
10.1016/j.asr.2017.05.016,OK,doi.org,can,can,cannot,30.0
10.1126/science.aal2108,OK,"authors.library.caltech.edu,doi.org,orbit.dtu.dk,orcid.org",can,can,cannot,3.0
10.1051/0004-6361/201630116,OA,"arxiv.org,orcid.org,adsabs.harvard.edu,research-repository.st-andrews.ac.uk,www.researchgate.net,www.aanda.org,air.unimi.it,doi.org,ruj.uj.edu.pl,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1007/s00373-017-1807-2,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,74.0
10.1051/0004-6361/201630113,OA,"arxiv.org,orcid.org,adsabs.harvard.edu,research-repository.st-andrews.ac.uk,www.researchgate.net,www.aanda.org,air.unimi.it,doi.org,ruj.uj.edu.pl,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1007/978-3-319-58694-6_7,OK,"hal.inria.fr,doi.org",can,can,cannot,74.0
10.1016/j.actbio.2017.05.039,OK,doi.org,can,can,cannot,30.0
10.1016/j.jas.2017.04.008,OK,doi.org,can,can,cannot,30.0
10.3389/fmicb.2017.00824,OA,doi.org,can,can,can,600
10.4049/jimmunol.1700079,OK,doi.org,can,can,cannot,214
10.1002/term.2396,OK,doi.org,can,restricted,cannot,2050
10.3934/nhm.2017010,OA,doi.org,can,restricted,cannot,477
10.1038/mp.2017.82,OK,"doi.org,orcid.org",can,restricted,cannot,3270
10.1261/rna.056788.116,OK,doi.org,can,can,restricted,1523
10.1021/acs.jpcc.6b12882,UNK,doi.org,restricted,restricted,cannot,4
10.1007/s11031-017-9618-6,OK,doi.org,can,can,cannot,74
10.1051/0004-6361/201629160,OK,"doi.org,orcid.org",can,can,can,1326
10.1021/acsphotonics.6b00758,UNK,doi.org,restricted,restricted,cannot,4
10.1080/17511321.2017.1341949,OK,doi.org,can,can,cannot,1140
10.1093/mnras/stx1191,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,can,1530
10.1097/MNM.0000000000000710,OK,doi.org,can,restricted,cannot,48
10.1002/aic.15853,OK,"hal.inria.fr,doi.org",can,restricted,cannot,2050
10.1038/bcj.2017.41,OA,"doi.org,orcid.org",can,can,can,3292
10.3390/e19060288,OA,doi.org,can,can,can,487
10.5957/JOSR.61.2.160059,UNK,"doi.org,hal.archives-ouvertes.fr",unknown,unknown,unknown,journal
10.1093/bioinformatics/btx154,OK,doi.org,can,can,cannot,1475
10.1137/16M1083931,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,can,71
10.1101/gad.296962.117,OA,"europepmc.org,genesdev.cshlp.org,www.ncbi.nlm.nih.gov,doi.org,orcid.org",can,can,restricted,448.0
10.1016/j.jid.2017.01.018,OK,"doi.org,orcid.org",can,can,cannot,30.0
10.1007/s10646-017-1817-0,OK,doi.org,can,can,cannot,74.0
10.1016/j.sger.2016.07.007,OK,doi.org,can,can,cannot,265.0
10.1534/genetics.116.199513,OK,"europepmc.org,doi.org",can,cannot,cannot,439.0
10.1002/ece3.2888,OA,doi.org,can,can,can,1032.0
10.1136/bmjopen-2016-015280,OA,doi.org,can,can,can,1229.0
10.1016/j.optmat.2017.04.066,OK,doi.org,can,can,cannot,30.0
10.4028/www.scientific.net/MSF.897.731,OK,doi.org,can,can,cannot,303.0
10.1016/j.biopsych.2017.04.011,OA,doi.org,can,can,cannot,2823
10.4074/S0003503316000348,UNK,doi.org,unknown,unknown,unknown,journal
10.1137/16M1060868,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,can,71
10.1038/nphoton.2017.76,OK,"doi.org,orcid.org",can,restricted,cannot,3286
10.1017/S0025315417000819,OK,doi.org,can,can,cannot,2127
10.1016/j.neuropharm.2017.05.028,OK,"doi.org,orcid.org",can,can,cannot,30
10.4028/www.scientific.net/MSF.897.79,OK,doi.org,can,can,cannot,303
10.1002/humu.23233,OA,doi.org,can,restricted,cannot,2050
10.1242/dev.139949,OK,"doi.org,dev.biologists.org",can,restricted,cannot,3280.0
10.1093/ckj/sfw121,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,1486.0
10.1016/j.tiv.2017.05.022,OK,doi.org,can,can,cannot,2823.0
10.12681/mms.1470,OA,doi.org,can,cannot,can,1727.0
10.1172/JCI88936,OA,"europepmc.org,arizona.openrepository.com,doi.org,repository.arizona.edu",can,can,can,15.0
10.1098/rsta.2016.0249,OK,"arxiv.org,researchonline.ljmu.ac.uk,discovery.ucl.ac.uk,orbi.uliege.be,oro.open.ac.uk,doi.org,pure.qub.ac.uk,orcid.org,kar.kent.ac.uk",can,can,cannot,62.0
10.1172/JCI91291,OA,"doi.org,orcid.org",can,can,can,15.0
10.1016/j.trpro.2017.05.195,OA,doi.org,unclear,can,can,2191.0
10.1785/0120160283,UNK,doi.org,can,restricted,cannot,466.0
10.1002/jcc.24836,OK,doi.org,can,restricted,cannot,2050.0
10.1128/genomeA.00292-17,OA,"europepmc.org,doi.org",can,can,can,1629.0
10.1007/s10596-017-9653-0,OA,doi.org,can,can,cannot,3298.0
10.1016/j.endm.2017.05.007,OK,doi.org,can,can,cannot,30.0
10.1016/j.asr.2017.05.029,OK,"elib.dlr.de,doi.org",can,can,cannot,30
10.1007/s10107-017-1168-x,OK,doi.org,can,can,cannot,74
10.1016/j.jviscsurg.2016.05.009,OK,doi.org,can,can,cannot,30
10.1093/imanum/drw044,OK,doi.org,can,can,cannot,3091
10.15184/aqy.2017.65,OA,doi.org,can,can,cannot,2128
10.1016/j.jcp.2017.05.043,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.4000/archeosciences.4692,UNK,"archeosciences.revues.org,doi.org",unknown,unknown,unknown,journal
10.1534/g3.117.042127,OA,"doi.org,agritrop.cirad.fr",can,can,unknown,1430
10.1371/journal.pone.0178511,OA,doi.org,can,can,can,112
10.1007/978-3-319-58631-1_12,OA,"arxiv.org,irep.ntu.ac.uk,oatao.univ-toulouse.fr,oro.open.ac.uk,riunet.upv.es,www.ncbi.nlm.nih.gov,repositorio-aberto.up.pt,dl.ifip.org,repository.bilkent.edu.tr,unitec.researchbank.ac.nz,infoscience.epfl.ch,rep.bntu.by,vbn.aau.dk,tubiblio.ulb.tu-darmstadt.de,bura.brunel.ac.uk,ria.ua.pt,uir.unisa.ac.za,openaccess.city.ac.uk,europepmc.org,usir.salford.ac.uk,eprints.lse.ac.uk,bradscholars.brad.ac.uk,iris.unito.it,researchonline.rca.ac.uk,liu.diva-portal.org,publications.lib.chalmers.se,eprints.glos.ac.uk,ir.cwi.nl,eprints.bournemouth.ac.uk,aut.researchgateway.ac.nz,hal.inria.fr,www.researchgate.net,eprints.mdx.ac.uk,ifarm.nl,e-space.mmu.ac.uk,hal-univ-bourgogne.archives-ouvertes.fr,dspace.stir.ac.uk,opus.lib.uts.edu.au,repository.uwc.ac.za,oru.diva-portal.org,eprints.hud.ac.uk,hdl.handle.net,is.muni.cz,discovery.ucl.ac.uk,publikationen.reutlingen-university.de,iris.unive.it,repository.tudelft.nl,www.rnbm.org,uir.ulster.ac.uk,hv.diva-portal.org,porto.polito.it,ubir.bolton.ac.uk,eprints.qut.edu.au,www.alexandria.unisg.ch,jultika.oulu.fi,repository.tue.nl,www.springer.com,spiral.imperial.ac.uk,gala.gre.ac.uk,ids-pub.bsz-bw.de,kar.kent.ac.uk,eprints.imtlucca.it,repository.uwl.ac.uk,link.springer.com,repository.winchester.ac.uk,repositorio.ipl.pt,eprints.eemcs.utwente.nl,sro.sussex.ac.uk,eprints.brighton.ac.uk,collections.unu.edu,www.apms-conference.org,orbilu.uni.lu,hal.archives-ouvertes.fr,shura.shu.ac.uk,eprints.gla.ac.uk,sapi.bntu.by,espace2.etsmtl.ca,air.unimi.it,doi.org,ecite.utas.edu.au,dspace.uevora.pt,urn.kb.se,brage.bibsys.no,purl.utwente.nl,orcid.org,dx.doi.org,publications.rwth-aachen.de,eprints.whiterose.ac.uk,zenodo.org,arts.units.it,orca.cf.ac.uk,www.zora.uzh.ch",can,can,cannot,74.0
10.1111/brv.12346,OA,doi.org,can,restricted,cannot,2050.0
10.1007/978-3-319-58163-7_4,OK,"hal.inria.fr,doi.org",can,can,cannot,74.0
10.1038/s41598-017-03113-0,OA,doi.org,can,can,can,3287.0
10.2147/jpr.s115449,OA,doi.org,cannot,can,can,407.0
10.3997/1873-0604.2016053,OK,doi.org,can,restricted,cannot,3070.0
10.1007/978-3-319-55372-6_1,OK,doi.org,can,can,cannot,74.0
10.1038/s41598-017-02807-9,OA,doi.org,can,can,can,3287.0
10.1051/0004-6361/201629416,OA,"arxiv.org,pure.uva.nl,www.aanda.org,doi.org,orcid.org,adsabs.harvard.edu,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1109/TRO.2017.2700010,OK,doi.org,can,can,cannot,38.0
10.1016/j.ando.2017.04.024,OK,doi.org,can,can,cannot,2823.0
10.1007/978-3-319-59448-4_20,OK,doi.org,can,can,cannot,74.0
10.1016/j.cnd.2017.05.001,OK,doi.org,can,can,cannot,30.0
10.1364/CLEO_AT.2017.JTh2A.89,OA,"europepmc.org,doi.org,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov",can,can,can,3287.0
10.3390/nu9060589,OA,doi.org,can,can,can,487.0
10.1016/j.spa.2017.04.011,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,cannot,30.0
10.1111/eva.12481,OA,"doi.org,hal.archives-ouvertes.fr",can,can,can,1032.0
10.24033/asens.2301,OK,"citeseerx.ist.psu.edu,doi.org,hal-unice.archives-ouvertes.fr,hal.archives-ouvertes.fr",can,can,cannot,30.0
10.1140/epjd/e2017-80104-0,OA,"www.springerlink.com,doi.org",can,can,cannot,1277.0
10.1039/c7ra02900d,OA,doi.org,can,can,can,2773.0
10.3390/w9060414,OA,doi.org,can,can,can,487
10.1158/2159-8290.CD-16-0441,OK,"doi.org,orcid.org",can,restricted,cannot,204
10.1021/acs.jpcc.7b02887,UNK,doi.org,restricted,restricted,cannot,4
10.1007/s11356-017-9400-z,OK,doi.org,can,can,cannot,3298
10.1016/j.crma.2017.05.011,OA,doi.org,can,can,cannot,2823
10.11613/BM.2017.034,OA,"europepmc.org,doi.org,hrcak.srce.hr",unknown,unknown,unknown,journal
10.1080/1350178X.2017.1335425,OK,"doi.org,halshs.archives-ouvertes.fr",can,can,cannot,1140
10.1016/j.colsurfa.2017.05.091,OK,doi.org,can,can,cannot,30
10.1016/j.ydbio.2017.06.004,OK,doi.org,can,can,cannot,30.0
10.1051/0004-6361/201629279,OA,"arxiv.org,www.aanda.org,doi.org,orcid.org",can,can,can,1326.0
10.3390/molecules22060921,OA,doi.org,can,can,can,487.0
10.1007/978-3-319-59776-8_3,OK,doi.org,can,can,cannot,74.0
10.1016/j.anplas.2017.05.004,OK,doi.org,can,can,cannot,2823.0
10.1051/0004-6361/201629820,OA,"arxiv.org,doi.org",can,can,can,1326.0
10.1016/j.aml.2017.05.018,OK,"arxiv.org,doi.org",can,can,cannot,30.0
10.1016/j.future.2017.05.041,OK,doi.org,can,can,cannot,30.0
10.1074/jbc.M116.743070,OA,"europepmc.org,doi.org",can,can,restricted,113.0
10.1098/rstb.2016.0397,OK,doi.org,can,can,cannot,62.0
10.1111/1556-4029.13520,OA,doi.org,can,restricted,cannot,2050.0
10.1016/j.ejca.2017.05.016,OK,doi.org,can,can,cannot,2823.0
10.1214/16-AAP1231,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,can,86.0
10.1016/j.jse.2017.05.024,OA,doi.org,can,can,cannot,30.0
10.1089/ast.2016.1551,OA,"europepmc.org,doi.org,hal-insu.archives-ouvertes.fr,orcid.org",can,can,cannot,50.0
10.1017/jfm.2017.402,OK,"arxiv.org,doi.org",can,can,cannot,2127.0
10.1158/1078-0432.CCR-16-2304,OK,doi.org,can,restricted,cannot,204.0
10.1051/0004-6361/201628761,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.3847/1538-4357/aa738d,OK,doi.org,can,can,can,129.0
10.1093/annonc/mdx118,OK,doi.org,can,restricted,cannot,1990.0
10.1016/j.bbamem.2017.06.004,OK,doi.org,can,can,cannot,30.0
10.1063/1.4985289,OK,"doi.org,hal.archives-ouvertes.fr",can,can,restricted,7.0
10.1007/s00401-017-1733-7,OK,"doi.org,orcid.org",can,can,cannot,3298.0
10.1161/CIRCRESAHA.116.310262,OA,doi.org,can,restricted,cannot,209.0
10.3389/fpls.2017.00961,OA,doi.org,can,can,can,600.0
10.3389/fpls.2016.00632,OA,"doi.org,prodinra.inra.fr,www.ncbi.nlm.nih.gov",can,can,can,600
10.1051/0004-6361/201628590,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326
10.1016/j.jcde.2016.01.003,OA,"hal.inria.fr,doi.org",can,can,cannot,30
10.1242/dev.152330,OA,doi.org,can,restricted,cannot,3280
10.1007/s00205-017-1131-2,OK,"arxiv.org,citeseerx.ist.psu.edu,doi.org,www.researchgate.net",can,can,cannot,3298
10.1080/10428194.2017.1339875,OK,"doi.org,orcid.org",can,can,cannot,1141
10.1103/PhysRevD.94.123015,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,can,10
10.3389/fgene.2017.00075,OA,doi.org,can,can,can,600
10.1140/epjc/s10052-017-4979-2,OA,"doi.org,orcid.org",can,can,can,2119
10.1088/1361-6404/aa6e6f,OK,"doi.org,hal.archives-ouvertes.fr",can,can,can,1896
10.1016/j.entcs.2017.04.007,OA,doi.org,can,can,cannot,30
10.1177/1538574417705285,OK,doi.org,can,can,cannot,65
10.1002/2016JB013891,OK,doi.org,can,can,restricted,6
10.1038/ncomms15839,OA,doi.org,can,can,can,3287
10.1002/2017JA024050,OK,doi.org,can,restricted,cannot,1499
10.1111/cmi.12753,OK,doi.org,can,restricted,cannot,2050
10.1002/dvdy.24516,OK,doi.org,can,restricted,cannot,2050
10.3847/1538-4357/aa6ff7,OK,"arxiv.org,doi.org,orcid.org",can,can,can,129
10.4000/eps.7012,OA,doi.org,unknown,unknown,unknown,journal
10.1016/j.bone.2017.06.017,OK,doi.org,can,can,cannot,2823
10.1080/10413200.2017.1334159,OK,"doi.org,hal-amu.archives-ouvertes.fr",can,can,cannot,76.0
10.1016/j.jtbi.2017.06.030,OA,"arxiv.org,doi.org",can,can,cannot,30.0
10.1088/2053-1583/aa56de,OA,"arxiv.org,doi.org,eprints.lancs.ac.uk",can,can,cannot,1471.0
10.1051/0004-6361/201730500,OK,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1016/j.tcs.2017.06.001,OK,"hal.inria.fr,doi.org,www.researchgate.net",can,can,cannot,30.0
10.1051/0004-6361/201630220,OA,"arxiv.org,doi.org,repositorio.unab.cl",can,can,can,1326.0
10.3390/s17071528,OA,doi.org,can,can,can,487.0
10.3389/fimmu.2017.00482,OA,doi.org,can,can,can,600.0
10.1080/14608944.2017.1336525,OK,doi.org,can,can,cannot,1140.0
10.3389/fphar.2017.00328,OA,doi.org,can,can,can,600.0
10.1111/phpp.12325,OK,doi.org,can,restricted,cannot,2050.0
10.1155/2017/4979474,OA,doi.org,can,can,can,100.0
10.1007/978-3-319-58071-5_50,OK,doi.org,can,can,cannot,74.0
10.1080/00343404.2017.1329585,OK,doi.org,can,can,cannot,1140.0
10.1007/s11042-017-4953-x,OK,doi.org,can,can,cannot,3298.0
10.1051/0004-6361/201730686,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1137/16M1074515,OK,doi.org,can,can,can,71.0
10.1037/hea0000510,OK,doi.org,can,can,cannot,12.0
10.1136/bmjopen-2016-015087,OA,doi.org,can,can,can,1229
10.3389/fpsyg.2017.00995,OA,"doi.org,www.researchgate.net",can,can,can,600
10.1002/mma.4478,OK,"arxiv.org,doi.org",can,restricted,cannot,2050
10.1016/j.matpur.2017.05.012,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,30
10.1016/j.ibmb.2017.06.005,OK,doi.org,can,can,cannot,2823
10.1080/09064710.2017.1347704,OK,doi.org,can,can,cannot,1141
10.1093/mnras/stx001,OK,"arxiv.org,authors.library.caltech.edu,www.researchgate.net,doi.org,orcid.org",can,can,can,1530
10.1016/j.neurenf.2017.06.002,OK,doi.org,can,can,cannot,30
10.1002/2017GL073720,OA,"doi.org,orcid.org",can,can,restricted,6
10.1534/g3.117.042911,OA,doi.org,can,can,unknown,1430
10.1007/s11695-017-2789-0,OA,doi.org,can,can,cannot,74
10.1137/15M105207X,OK,"hal.inria.fr,doi.org,hal.archives-ouvertes.fr",can,can,can,71
10.1093/icesjms/fsx003,OK,doi.org,can,can,cannot,1474
10.1137/16M1062089,OK,"doi.org,hal.archives-ouvertes.fr",can,can,can,71
10.1007/s12526-017-0746-8,OK,doi.org,can,can,cannot,3298
10.1681/ASN.2016010012,OK,"europepmc.org,doi.org,orcid.org",cannot,can,cannot,271
10.1364/OL.42.002639,OK,"arxiv.org,doi.org",can,can,cannot,108
10.1093/gigascience/giw018,OA,doi.org,can,can,can,3027
10.2140/apde.2017.10.1201,OK,"doi.org,hal.archives-ouvertes.fr",can,can,restricted,1758
10.1103/PhysRevE.95.062611,OK,"doi.org,hal.archives-ouvertes.fr",can,can,can,10
10.1137/120874448,OK,"doi.org,hal.archives-ouvertes.fr,drops.dagstuhl.de",can,can,can,71.0
10.3727/105221617X695519,OK,doi.org,cannot,cannot,can,771.0
10.2140/apde.2017.10.1123,OK,"arxiv.org,doi.org",can,can,restricted,1758.0
10.1007/s00182-017-0584-8,OK,"doi.org,halshs.archives-ouvertes.fr",can,can,cannot,74.0
10.1016/j.jfluchem.2017.06.011,OK,"doi.org,orcid.org",can,can,cannot,30.0
10.1007/s10646-017-1828-x,OK,doi.org,can,can,cannot,74.0
10.1103/PhysRevLett.119.010503,OK,"eprints.whiterose.ac.uk,arxiv.org,doi.org",can,can,can,10.0
10.1051/0004-6361/201629767,OK,"arxiv.org,www.research.ed.ac.uk,boris.unibe.ch,www.aanda.org,doi.org,orcid.org,www.pure.ed.ac.uk",can,can,can,1326.0
10.1051/0004-6361/201730624,OK,"arxiv.org,doi.org",can,can,can,1326.0
10.1093/mnras/stx650,OK,"arxiv.org,doi.org",can,can,can,1530.0
10.1016/j.chemer.2017.05.003,OK,doi.org,can,can,cannot,30.0
10.1051/0004-6361/201629917,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1063/1.4991474,OK,"arxiv.org,doi.org",can,can,restricted,7.0
10.1016/j.resp.2017.06.009,OK,doi.org,can,can,cannot,2823.0
10.1002/jcb.26213,OA,doi.org,can,restricted,cannot,2050.0
10.1007/978-3-319-60441-1_84,OK,doi.org,can,can,cannot,74.0
10.1103/PhysRevD.95.063015,OA,"arxiv.org,doi.org",can,can,can,10
10.1103/PhysRevB.95.241306,OK,"arxiv.org,edoc.unibas.ch,doi.org",can,can,can,10
10.1038/s41598-017-05052-2,OA,doi.org,can,can,can,3287
10.1515/forum-2016-0044,OK,"arxiv.org,doi.org,www.researchgate.net",can,restricted,restricted,414
10.1109/TSP.2017.2725219,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,38
10.3917/reco.684.0695,UNK,"doi.org,www.cairn.info",unknown,unknown,unknown,journal
10.1142/S0217751X17501184,OK,"arxiv.org,doi.org",can,restricted,cannot,155
10.1016/j.brachy.2017.06.013,OK,doi.org,can,can,cannot,2823.0
10.1127/entomologia/2017/0453,OK,"doi.org,hal.archives-ouvertes.fr,agritrop.cirad.fr",can,cannot,cannot,749.0
10.1016/S0140-6736(17)31590-8,OK,doi.org,can,can,cannot,1274.0
10.3389/fpsyg.2017.01243,OA,doi.org,can,can,can,600.0
10.1123/jpah.2017-0046,OK,doi.org,unclear,can,cannot,300.0
10.1111/ecoj.12459,OK,"www.econstor.eu,pure.uvt.nl,lirias.kuleuven.be,doi.org,repository.uvt.nl",can,can,cannot,1483.0
10.3847/1538-4357/aa7a9f,OK,"arxiv.org,doi.org",can,can,can,129.0
10.1038/ncomms15980,OA,doi.org,can,can,can,3287
10.3390/md15060181,OA,doi.org,can,can,can,487
10.1109/ACCESS.2017.2716105,OA,doi.org,can,can,can,1533
10.1007/s10596-017-9675-7,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,3298
10.1016/j.compbiomed.2017.07.004,OK,doi.org,can,can,cannot,2823
10.1109/TAC.2017.2726179,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,38
10.1109/MNET.2017.1600203,OK,"doi.org,upcommons.upc.edu,biblio.ugent.be",can,can,cannot,38
10.1016/S1672-6529(16)60412-2,OK,"doi.org,orcid.org",can,can,cannot,3298
10.1086/691422,OK,doi.org,can,can,can,77
10.1088/1742-6596/867/1/012034,OA,doi.org,can,can,can,1809
10.1016/j.tra.2017.06.015,OK,doi.org,can,can,cannot,30
10.1088/1742-6596/867/1/012029,OA,doi.org,can,can,can,1809
10.1016/j.ceb.2017.07.001,OK,doi.org,can,can,cannot,2823
10.1093/mnras/stx1304,OK,"arxiv.org,doi.org,openaccess.leidenuniv.nl",can,can,can,1530
10.1093/mnras/stx1232,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,can,1530
10.1063/1.4986654,OK,doi.org,can,can,restricted,7
10.1093/gji/ggw374,OA,doi.org,can,can,can,1530
10.1523/JNEUROSCI.3775-16.2017,OK,"doi.org,orcid.org",can,restricted,restricted,206
10.1016/j.micpro.2017.06.019,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1371/journal.pone.0180084,OA,doi.org,can,can,can,112
10.1080/02626667.2017.1346374,OK,doi.org,can,can,cannot,1141.0
10.1007/978-3-319-31580-5_10,OA,doi.org,can,can,can,3297.0
10.1016/S1957-2557(17)30078-0,OK,doi.org,can,can,cannot,265.0
10.1080/03067319.2017.1351961,OK,doi.org,can,can,cannot,1141.0
10.1080/2162402X.2017.1339856,OK,doi.org,can,can,cannot,1141.0
10.3847/1538-3881/aa74e9,OK,"arxiv.org,doi.org,orbi.uliege.be",can,can,can,129.0
10.1007/s00125-017-4356-6,OK,doi.org,can,can,cannot,74.0
10.3390/md15070199,OA,doi.org,can,can,can,487.0
10.1016/j.bulcan.2017.06.007,OK,doi.org,can,can,cannot,2823.0
10.12688/f1000research.11365.2,OA,"europepmc.org,doi.org",can,can,can,1546
10.3847/1538-3881/aa7567,OA,"doi.org,orcid.org",can,can,can,129
10.1016/j.ultsonch.2017.07.019,OK,doi.org,can,can,cannot,30
10.1016/j.carbpol.2017.07.006,OK,doi.org,can,can,cannot,2823
10.1016/j.jcp.2017.07.022,OK,"doi.org,hal.univ-cotedazur.fr",can,can,cannot,30
10.1016/j.agee.2017.07.015,OK,"doi.org,eprints.gla.ac.uk",can,can,cannot,265
10.1021/acschemneuro.7b00096,UNK,doi.org,restricted,restricted,cannot,4
10.1007/s10340-017-0867-7,OK,"doi.org,orcid.org",can,can,cannot,74
10.1002/macp.201700250,OK,"doi.org,orcid.org",can,restricted,cannot,2050
10.1016/j.csl.2017.07.003,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1051/0004-6361/201630349,OK,"arxiv.org,www.aanda.org,www.rug.nl,doi.org,orcid.org,pure.rug.nl",can,can,can,1326.0
10.1007/s11538-017-0296-z,OK,doi.org,can,can,cannot,3298.0
10.1063/1.4994659,OK,doi.org,can,can,restricted,7.0
10.1002/chem.201702601,OK,doi.org,can,restricted,cannot,2050.0
10.1016/j.ejc.2017.07.001,OK,doi.org,can,can,cannot,30.0
10.3847/1538-4357/aa74d9,OK,"arxiv.org,doi.org,orcid.org",can,can,can,129.0
10.1016/j.cnsns.2017.07.011,OK,doi.org,can,can,cannot,30.0
10.1371/journal.pone.0181940,OA,doi.org,can,can,can,112.0
10.1051/epjconf/201714014011,OA,doi.org,unclear,can,can,1278.0
10.1038/s41598-017-06394-7,OA,doi.org,can,can,can,3287
10.1364/OE.25.017753,OA,"arxiv.org,repository.arizona.edu,doi.org,orcid.org",can,can,can,2305
10.1007/978-3-319-58536-9_42,OK,doi.org,can,can,cannot,74
10.1007/s00245-017-9436-y,OK,doi.org,can,can,cannot,3298
10.1016/j.rhum.2017.05.018,OK,doi.org,can,can,cannot,2823
10.1089/ast.2016.1533,OA,"europepmc.org,discovery.ucl.ac.uk,elib.dlr.de,doi.org,hal-insu.archives-ouvertes.fr",can,can,cannot,50
10.3390/toxins9070227,OA,"doi.org,orcid.org",can,can,can,487
10.1177/1538574417715193,OK,doi.org,can,can,cannot,65
10.1016/j.epsl.2017.06.023,OA,doi.org,can,can,cannot,30
10.1007/s11042-017-4950-0,OK,doi.org,can,can,cannot,3298
10.1016/j.biocontrol.2017.06.007,OK,doi.org,can,can,cannot,2823.0
10.1016/j.jbspin.2017.06.003,OK,doi.org,can,can,cannot,265.0
10.1016/j.mbs.2017.07.009,OK,"hal.inria.fr,doi.org",can,can,cannot,30.0
10.1051/medsci/20173306021,OA,doi.org,can,can,can,137.0
10.1007/s10340-017-0903-7,OK,doi.org,can,can,cannot,74.0
10.1016/j.gr.2017.05.005,OK,doi.org,can,can,cannot,30.0
10.1136/bjsports-2017-097792,OK,doi.org,can,can,cannot,25.0
10.1039/c7cp03726k,OK,doi.org,can,restricted,cannot,63.0
10.1016/j.marpetgeo.2017.07.023,OK,doi.org,can,can,cannot,30.0
10.1061/9780784480779.248,OK,doi.org,unclear,can,cannot,14.0
10.1074/jbc.M117.776260,OK,doi.org,can,can,restricted,113.0
10.3847/1538-4357/aa7a0d,OK,"arxiv.org,doi.org",can,can,can,129.0
10.1051/0004-6361/201630295,OA,"arxiv.org,orcid.org,adsabs.harvard.edu,research-repository.st-andrews.ac.uk,www.researchgate.net,www.aanda.org,air.unimi.it,doi.org,ruj.uj.edu.pl,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1088/1361-6455/aa7592,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,cannot,1471.0
10.1051/0004-6361/201630343,OA,"www.aanda.org,doi.org",can,can,can,1326.0
10.1039/c7cp00573c,OK,doi.org,can,restricted,cannot,63.0
10.1051/0004-6361/201730868,OK,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1364/OL.42.003000,OK,"arxiv.org,doi.org",can,can,cannot,108.0
10.1364/AO.56.006272,OK,doi.org,can,can,cannot,108.0
10.18632/oncotarget.16909,OA,"europepmc.org,doi.org,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov",unclear,cannot,can,1676.0
10.1109/IWASI.2017.7974231,OK,doi.org,can,can,cannot,38.0
10.1515/johh-2017-0017,OA,doi.org,can,can,can,1851.0
10.1186/s12906-017-1895-9,OA,doi.org,can,can,can,22.0
10.1099/jgv.0.000835,OK,doi.org,can,can,cannot,69.0
10.1016/j.endm.2017.06.051,OK,"hal.inria.fr,doi.org",can,can,cannot,30.0
10.1007/978-3-319-61563-9_11,OK,doi.org,can,can,cannot,2765.0
